-2.760583 -1.266572 1.212168 1.617597 13.310994
2.202435 1.080123 -1.192655 -1.214651 8.915187
-2.117469 -1.146295 0.646023 0.416209 6.388242
2.715552 1.268851 -0.806403 -0.743551 10.187360
-1.337042 0.493154 2.729035 2.168567 14.181199
-2.656383 -2.303955 -0.615449 0.683155 13.210057
0.218539 -0.523084 -2.360606 -1.765209 9.009801
1.764428 1.153577 0.383025 -0.154260 4.614448
-0.821641 -0.490004 1.176670 0.637538 2.706203
-1.295955 -0.560891 -0.976751 -0.917450 3.789853
1.192859 0.773565 -1.919571 -0.819343 6.377391
2.506254 1.402573 1.583592 0.166982 10.784166
-0.836937 1.228050 2.641846 1.821257 12.504897
-2.174260 -1.110473 1.091608 2.505450 13.429448
-2.102339 -2.438749 -0.612598 0.296186 10.830330
-0.788117 -1.172407 -1.881879 -1.391157 7.472451
1.048338 0.366919 -1.377046 -1.290013 4.794030
0.981832 0.756120 0.370236 -0.144673 1.693716
-0.521479 -0.251495 0.503552 0.232341 0.642737
-0.769985 -0.614108 -0.439834 -0.654750 1.592158
-0.441360 0.185599 -0.802959 -1.092813 2.068228
0.400924 0.860207 -1.388486 -0.526039 3.105307
2.257675 0.819953 -0.362879 -0.004400 5.901121
1.705731 1.195643 2.258440 0.248610 9.501436
-0.760988 1.523354 2.170132 1.351032 9.434472
-1.448678 0.120116 1.211430 2.790744 11.368913
-1.517188 -1.961092 0.547698 2.035424 10.590663
-1.575610 -2.219971 -0.105127 0.117708 7.435721
-1.189828 -1.269557 -1.057054 -0.867000 4.896517
-0.064250 -0.452515 -1.548856 -1.175792 3.990342
0.817282 0.334238 -0.904912 -1.114388 2.840391
0.380252 0.527561 -0.021875 -0.465757 0.640320
-0.578702 -0.109297 -0.243070 -0.265854 0.476604
-0.504891 -0.396623 -0.974653 -0.782774 1.974907
0.156464 0.019171 -0.757492 -1.125328 1.865006
0.032287 0.630421 -0.150732 -0.887969 1.209681
-0.112123 0.909857 -0.535838 -0.226447 1.178812
1.105977 0.645416 -0.739056 0.313578 2.284282
2.022850 0.360672 0.787328 0.209490 4.885778
0.919136 0.955284 2.322076 0.093334 7.158128
-0.852819 1.557844 1.508775 0.884173 6.212342
-1.018476 0.883913 0.730287 2.486052 8.532371
-0.713624 -1.034530 0.511102 2.731378 9.301166
-0.696995 -2.162569 0.682317 1.357871 7.471878
-1.037764 -1.744260 0.544847 0.037940 4.417695
-1.176031 -0.997537 -0.160832 -0.319536 2.506101
-0.692697 -0.774827 -0.981457 -0.540267 2.335331
0.131609 -0.423763 -1.243689 -1.147564 3.060563
0.493566 0.316690 -0.846725 -1.324034 2.813909
-0.006504 0.509416 -0.505676 -0.872926 1.277255
-0.694421 0.045986 -0.895024 -0.745696 1.841467
-0.559464 -0.155717 -1.583569 -1.079023 4.009229
0.312291 0.114522 -1.479420 -1.224740 3.799312
0.783644 0.496796 -0.371232 -0.993926 1.986607
0.190520 0.768347 0.618295 -0.500035 1.258979
-0.530332 0.778273 0.373021 0.087646 1.033787
0.030721 0.490081 -0.374227 0.539368 0.672087
1.276391 0.030420 0.047183 0.599914 1.992223
1.377682 -0.083812 1.393832 0.141960 3.867953
0.209653 0.696932 2.032192 -0.118557 4.673529
-0.977778 1.421921 0.762525 0.500469 3.809823
-0.810776 1.231458 0.049065 1.997697 6.167046
-0.208908 -0.278576 -0.038641 2.748506 7.677023
0.175575 -1.732933 0.481311 2.025421 7.367875
0.006561 -1.920459 1.053541 0.693479 5.279067
-0.493270 -1.111115 1.147550 0.018083 2.795090
-0.866226 -0.498502 0.647414 0.186325 1.452713
-0.788025 -0.661782 -0.178196 0.234857 1.145851
