-0.709968 -0.074622 -0.667229 0.785131 1.571248
0.896927 0.078807 0.402016 -0.867938 1.725621
-0.758954 -0.152004 -0.247581 0.802068 1.303725
0.577131 0.150762 0.514468 -0.749575 1.182349
-1.012102 0.447428 -0.242115 0.541059 1.575907
-0.010647 -0.582218 -1.132851 0.539358 1.913349
1.086841 -0.616300 -0.349979 -0.671281 2.134153
0.576707 0.703647 0.867031 -0.591784 1.929663
-0.644383 0.472004 0.580958 0.689156 1.450465
-0.385755 -0.678217 -0.561208 0.361576 1.054476
0.620941 -0.338284 -0.053192 -0.654676 0.931434
-0.231603 0.591939 0.803040 -0.381849 1.194714
-1.123116 0.495807 -0.206087 0.353242 1.674466
-0.623794 -0.013680 -1.044666 0.657463 1.912892
0.324325 -0.688828 -1.219230 0.390672 2.218816
1.106866 -0.801385 -0.641971 -0.485428 2.515138
1.182195 0.042364 0.319511 -0.995581 2.492649
0.518567 0.855353 0.967304 -0.398751 2.095221
-0.367044 0.638215 0.868145 0.544162 1.591828
-0.773140 -0.236016 0.109226 0.719966 1.183729
-0.275087 -0.719858 -0.539402 0.075469 0.890518
0.459430 -0.412626 -0.210466 -0.578309 0.760073
0.258726 0.232300 0.633647 -0.643486 0.936485
-0.687930 0.608353 0.677157 -0.190463 1.338159
-1.237344 0.449252 -0.263940 0.238165 1.859235
-0.880258 0.195357 -0.963703 0.478287 1.970501
-0.212612 -0.224958 -1.306926 0.572443 2.131556
0.529574 -0.722048 -1.256148 0.300798 2.470190
1.142062 -0.872518 -0.804153 -0.380861 2.857312
1.371643 -0.369092 -0.076192 -0.984274 2.992233
1.120353 0.448310 0.615387 -0.942285 2.722775
0.539747 0.907370 1.004881 -0.280169 2.202927
-0.140137 0.694167 0.989788 0.452124 1.685603
-0.663968 0.048991 0.561463 0.733830 1.297001
-0.729294 -0.526053 -0.095646 0.448916 1.019275
-0.256668 -0.673296 -0.507867 -0.113144 0.789936
0.321312 -0.396634 -0.274339 -0.555563 0.644472
0.364240 0.058491 0.403466 -0.666033 0.742477
-0.264340 0.428433 0.818070 -0.457724 1.132181
-1.004310 0.554228 0.512341 -0.094083 1.587152
-1.349456 0.370464 -0.343147 0.158926 2.101283
-1.031577 0.225933 -0.937133 0.300042 2.083442
-0.503351 0.022507 -1.275416 0.429645 2.065148
0.082962 -0.322272 -1.378987 0.470841 2.234040
0.673816 -0.729474 -1.264845 0.230957 2.639335
1.183517 -0.900126 -0.900923 -0.326253 3.129042
1.456807 -0.597722 -0.328541 -0.910228 3.416011
1.398440 0.060389 0.282932 -1.121738 3.297629
1.063453 0.679218 0.753495 -0.815688 2.825372
0.578815 0.918203 1.005873 -0.194741 2.227827
0.039899 0.703901 1.027512 0.392104 1.706596
-0.460702 0.201739 0.794092 0.675426 1.339727
-0.759619 -0.316120 0.321607 0.570797 1.106193
-0.689280 -0.611044 -0.214272 0.187838 0.929676
-0.267955 -0.594706 -0.502259 -0.250797 0.740638
0.211163 -0.345092 -0.322084 -0.554111 0.574456
0.351410 -0.007478 0.224622 -0.647947 0.593836
-0.025332 0.294360 0.733932 -0.545947 0.924004
-0.705003 0.469409 0.802739 -0.309109 1.457314
-1.248005 0.477912 0.352338 -0.042697 1.911882
-1.448427 0.277885 -0.416545 0.099716 2.358615
-1.138218 0.176740 -0.929296 0.157631 2.215217
-0.676212 0.092297 -1.229712 0.232326 2.031948
-0.190685 -0.065768 -1.354767 0.342545 1.993417
0.291597 -0.367045 -1.362405 0.374412 2.216082
0.778898 -0.723203 -1.243040 0.166827 2.702683
1.220621 -0.904278 -0.948315 -0.304405 3.299599
1.504182 -0.724272 -0.486180 -0.844554 3.736777
1.543334 -0.214739 0.040245 -1.164145 3.784847
1.350816 0.386829 0.496759 -1.092014 3.413604
1.014362 0.808449 0.808114 -0.678125 2.795420
0.613655 0.903674 0.974120 -0.123957 2.157474
0.179761 0.686566 1.008038 0.353723 1.644947
-0.262182 0.275998 0.885735 0.608718 1.299979
-0.630455 -0.167266 0.575771 0.588526 1.103326
-0.793638 -0.489582 0.121608 0.336409 0.997513
-0.661571 -0.597962 -0.317696 -0.025258 0.896803
-0.285619 -0.498205 -0.528993 -0.353144 0.734330
0.125247 -0.273492 -0.378946 -0.556189 0.543430
0.305393 -0.016199 0.075308 -0.618925 0.482267
0.095306 0.215294 0.588367 -0.563147 0.718745
-0.443695 0.381841 0.858840 -0.412718 1.250610
-1.053563 0.444290 0.713093 -0.206833 1.858671
-1.438908 0.392148 0.209916 -0.016218 2.268562
-1.525352 0.179774 -0.470411 0.053741 2.583192
-1.213936 0.090908 -0.915601 0.049361 2.322665
-0.786284 0.060509 -1.173858 0.055104 2.002883
-0.356732 0.027789 -1.280583 0.132366 1.785443
0.041771 -0.108042 -1.308334 0.250945 1.788130
0.438034 -0.384404 -1.288392 0.284503 2.080536
0.852860 -0.707521 -1.187083 0.103780 2.647893
1.246197 -0.892687 -0.950904 -0.304745 3.346986
1.528283 -0.790207 -0.573688 -0.799237 3.927973
1.621764 -0.395857 -0.122833 -1.161019 4.149873
1.516975 0.141959 0.297709 -1.228943 3.920296
1.272386 0.615997 0.612070 -0.985532 3.344323
0.964391 0.873613 0.807252 -0.542284 2.638975
0.635034 0.870236 0.911850 -0.058572 1.995480
0.283764 0.650454 0.944754 0.332467 1.506708
-0.093981 0.301950 0.884672 0.551280 1.186560
-0.460830 -0.075017 0.689563 0.568233 1.016377
-0.728926 -0.381909 0.349947 0.400845 0.960328
-0.801530 -0.542462 -0.068672 0.115345 0.954736
-0.638136 -0.532080 -0.430967 -0.189618 0.912014
-0.299242 -0.389260 -0.587839 -0.424957 0.767213
0.060781 -0.188233 -0.454072 -0.551121 0.549041
0.255049 0.008799 -0.064810 -0.580416 0.406211
0.152793 0.176543 0.423057 -0.541938 0.527187
-0.249020 0.309140 0.792878 -0.449388 0.988184
-0.812751 0.389259 0.868522 -0.306944 1.660631
-1.320833 0.388261 0.601382 -0.140284 2.276687
-1.582527 0.302487 0.092076 -0.004759 2.604390
-1.573317 0.081159 -0.496983 0.018198 2.729235
-1.260080 -0.010570 -0.881930 -0.030044 2.366617
-0.854086 -0.024637 -1.099035 -0.084730 1.945128
-0.456853 0.009262 -1.177184 -0.071339 1.599652
-0.110281 0.003655 -1.187136 0.032918 1.422551
0.206229 -0.125176 -1.183842 0.164351 1.486694
